workerID,taskID,response,goldLabel,taskContent
AJR1HBQLBT2UT,1613,1,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
AXBQF8RALCIGV,1613,1,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
A14JQX7IFAICP0,1613,0,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
A18941IO2ZZWW6,1613,1,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
A11GX90QFWDLMM,1613,1,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
A1Q4VUJBMY78YR,1613,0,1,"An Wang, a native of Shanghai, China, who developed the magnetic pulse controlling device, the principle on which computer memory operates."
A3Q9V4M3V0L77A,1889,0,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A2K5ICP43ML4PW,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A389Z7A60D4L8I,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A2XAB2SZD9816Y,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
AJR1HBQLBT2UT,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
AXBQF8RALCIGV,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A14JQX7IFAICP0,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A18941IO2ZZWW6,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A11GX90QFWDLMM,1889,1,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A1Q4VUJBMY78YR,1889,0,1,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, last Saturday responded to press reports that a prominent hotel in Bangkok discriminated against HIV-positive visitors attending a conference on climate changes."
A3Q9V4M3V0L77A,1913,0,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A2K5ICP43ML4PW,1913,0,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A389Z7A60D4L8I,1913,0,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A2XAB2SZD9816Y,1913,0,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
AJR1HBQLBT2UT,1913,0,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
AXBQF8RALCIGV,1913,1,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A14JQX7IFAICP0,1913,1,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A18941IO2ZZWW6,1913,1,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A11GX90QFWDLMM,1913,1,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A1Q4VUJBMY78YR,1913,1,0,"Like the United States, U.N. officials are also dismayed that Aristide killed a conference called by Prime Minister Robert Malval in Port-au-Prince in hopes of bringing all the feuding parties together."
A3Q9V4M3V0L77A,1644,1,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A2K5ICP43ML4PW,1644,0,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A389Z7A60D4L8I,1644,1,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A2XAB2SZD9816Y,1644,1,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
AJR1HBQLBT2UT,1644,0,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
AXBQF8RALCIGV,1644,1,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A14JQX7IFAICP0,1644,1,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A18941IO2ZZWW6,1644,0,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A11GX90QFWDLMM,1644,0,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A1Q4VUJBMY78YR,1644,0,0,"Kennedy had just won California&apos;s Democratic presidential primary when Sirhan shot him in Los Angeles on June 5, 1968."
A3Q9V4M3V0L77A,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A2K5ICP43ML4PW,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A389Z7A60D4L8I,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A2XAB2SZD9816Y,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
AJR1HBQLBT2UT,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
AXBQF8RALCIGV,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A14JQX7IFAICP0,1132,0,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A18941IO2ZZWW6,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A11GX90QFWDLMM,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A1Q4VUJBMY78YR,1132,1,1,"Chris de Burgh, the Irish songwriter responsible for The Lady in Red, a song that has accompanied an untold number of wedding first dances, yesterday paid almost &#163;30,000 for the creature that exploded from the actor John Hurt in the science-fiction classic Alien."
A3Q9V4M3V0L77A,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A2K5ICP43ML4PW,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A389Z7A60D4L8I,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A2XAB2SZD9816Y,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
AJR1HBQLBT2UT,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
AXBQF8RALCIGV,978,0,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A14JQX7IFAICP0,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A18941IO2ZZWW6,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A11GX90QFWDLMM,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A1Q4VUJBMY78YR,978,1,1,"President Bush returned to the Mountain State to celebrate Independence Day, telling a spirited crowd yesterday that on its 228th birthday the nation is &quot;moving forward with confidence and strength.&quot;"
A3Q9V4M3V0L77A,1922,0,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A2K5ICP43ML4PW,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A389Z7A60D4L8I,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A2XAB2SZD9816Y,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
AJR1HBQLBT2UT,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
AXBQF8RALCIGV,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A14JQX7IFAICP0,1922,0,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A18941IO2ZZWW6,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A11GX90QFWDLMM,1922,0,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A1Q4VUJBMY78YR,1922,1,1,"The third AU summit opened in the Ethiopian capital of Addis Ababa on Tuesday, June 29, when Chinese Premier Wen Jiabao delivered a congratulatory message to the representatives of the African Union."
A18941IO2ZZWW6,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A1BLK8SJHCYOQK,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A17HNBZF5A1CWF,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A1L1WI1BXLLZZM,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
AS51Z6DBWM9JM,1093,0,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A2O3686VJEDHBU,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A3TBGB7VGRRYCT,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A1Q4VUJBMY78YR,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A11GX90QFWDLMM,1093,0,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
A32D1CITAL0BAY,1093,1,1,"A suicide car bomber detonated early Wednesday near the Green Zone in central Baghdad, killing 10 Iraqis -- seven civilians and three National Guard members."
AYZHZZZE0UP0A,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
A15L6WGIK3VU7N,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
ADMPXNDZ8F6QA,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
AJR1HBQLBT2UT,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
APOA130JRSXAV,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
AJ9MI2GEX5R28,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
A18941IO2ZZWW6,758,1,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
A2QH0Y8GLQ090K,758,0,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
A11GX90QFWDLMM,758,1,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
A1Q4VUJBMY78YR,758,1,0,"The capital of Mexico, Mexico City is one of the oldest cities in North America and one of the largest cities in the world."
AYZHZZZE0UP0A,759,0,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
A15L6WGIK3VU7N,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
ADMPXNDZ8F6QA,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
AJR1HBQLBT2UT,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
APOA130JRSXAV,759,0,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
AJ9MI2GEX5R28,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
A18941IO2ZZWW6,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
A2QH0Y8GLQ090K,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
A11GX90QFWDLMM,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
A1Q4VUJBMY78YR,759,1,1,"Mexico City lies in an endorheic ( characterized by interior drainage ) basin at an altitude of approximately 7,350 feet ( 2,240 metres)."
AYZHZZZE0UP0A,1813,1,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A15L6WGIK3VU7N,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
ADMPXNDZ8F6QA,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
AJR1HBQLBT2UT,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
APOA130JRSXAV,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
AJ9MI2GEX5R28,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A18941IO2ZZWW6,1813,1,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A2QH0Y8GLQ090K,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A11GX90QFWDLMM,1813,0,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A1Q4VUJBMY78YR,1813,1,0,"About 10 minutes after take-off on Monday, Yang told the crew that he had companions on board carrying sulphuric acid that they would throw over passengers unless the plane headed for South Korea,"
A1QL3BQX00Y2OC,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
AVIVV0WYFK6EJ,1418,0,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A15L6WGIK3VU7N,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A39APWH62XBLR9,1418,0,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
AQ6JP5VBCTYDN,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A3NWTTG6VC0N8S,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
AXBQF8RALCIGV,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A1G42XP7E394WU,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A18941IO2ZZWW6,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A11GX90QFWDLMM,1418,1,1,"Scientists on Earth, too, are gathering data on Mars: researchers from the U.S. Antarctic Search for Meteorites Program announced yesterday the discovery of a Martian meteorite recovered 750 kilometers from the South Pole."
A1QL3BQX00Y2OC,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
AVIVV0WYFK6EJ,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A15L6WGIK3VU7N,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A39APWH62XBLR9,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
AQ6JP5VBCTYDN,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A3NWTTG6VC0N8S,1390,0,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
AXBQF8RALCIGV,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A1G42XP7E394WU,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A18941IO2ZZWW6,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A11GX90QFWDLMM,1390,1,1,"Only around four million people out of a population of 81 million people regularly surf the Internet in Vietnam, mainly through cyber-cafes."
A1QL3BQX00Y2OC,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
AVIVV0WYFK6EJ,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A15L6WGIK3VU7N,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A39APWH62XBLR9,2153,0,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
AQ6JP5VBCTYDN,2153,0,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A3NWTTG6VC0N8S,2153,0,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
AXBQF8RALCIGV,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A1G42XP7E394WU,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A18941IO2ZZWW6,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A11GX90QFWDLMM,2153,1,1,"The GDP, which measures the value of all goods and services in the nation, rose at an annual rate of 3 percent in the second quarter, compared to a 4.5 percent rise in the first quarter."
A1QL3BQX00Y2OC,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
AVIVV0WYFK6EJ,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A15L6WGIK3VU7N,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A39APWH62XBLR9,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
AQ6JP5VBCTYDN,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A3NWTTG6VC0N8S,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
AXBQF8RALCIGV,1809,0,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A1G42XP7E394WU,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A18941IO2ZZWW6,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A11GX90QFWDLMM,1809,1,1,"&quot;I want to go abroad and start my life as a free man. If Israel is a democracy it should allow me to do it,&quot; Vanunu told reporters at the court."
A1QL3BQX00Y2OC,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
AVIVV0WYFK6EJ,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
A15L6WGIK3VU7N,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
A39APWH62XBLR9,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
AQ6JP5VBCTYDN,1869,1,0,John Edwards praised John Kerry as a man tested by war for national command.
A3NWTTG6VC0N8S,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
AXBQF8RALCIGV,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
A1G42XP7E394WU,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
A18941IO2ZZWW6,1869,1,0,John Edwards praised John Kerry as a man tested by war for national command.
A11GX90QFWDLMM,1869,0,0,John Edwards praised John Kerry as a man tested by war for national command.
A1QL3BQX00Y2OC,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
AVIVV0WYFK6EJ,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A15L6WGIK3VU7N,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A39APWH62XBLR9,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
AQ6JP5VBCTYDN,1365,1,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A3NWTTG6VC0N8S,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
AXBQF8RALCIGV,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A1G42XP7E394WU,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A18941IO2ZZWW6,1365,1,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A11GX90QFWDLMM,1365,0,0,"Japan wants to hunt more than 3,000 minke whales for meat that could be worth $300 million."
A1QL3BQX00Y2OC,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
AVIVV0WYFK6EJ,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
A15L6WGIK3VU7N,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
A39APWH62XBLR9,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
AQ6JP5VBCTYDN,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
A3NWTTG6VC0N8S,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
AXBQF8RALCIGV,743,1,1,"Mexico City has always been one of the main cultural centers of Latin America, and much of the culture there is uniquely Mexican."
